date,location,co,no2,o3,pm10,pm25,so2
2019-09-13,"Bollaram Industrial Area, Hyderabad - TSPCB",301.0,17.5,22.1,51.2,15.0,50.4
2019-09-14,"Bollaram Industrial Area, Hyderabad - TSPCB",305.0,17.6,27.1,60.9,18.4,27.2
2019-09-15,"Bollaram Industrial Area, Hyderabad - TSPCB",430.0,24.1,27.8,74.0,29.7,32.4
2019-09-16,"Bollaram Industrial Area, Hyderabad - TSPCB",480.0,22.5,24.9,104.0,41.3,47.0
2019-09-17,"Bollaram Industrial Area, Hyderabad - TSPCB",361.0,19.0,25.1,98.3,41.9,28.8
2019-09-18,"Bollaram Industrial Area, Hyderabad - TSPCB",541.0,28.8,36.5,69.3,30.4,13.2
2019-09-19,"Bollaram Industrial Area, Hyderabad - TSPCB",547.0,22.1,27.8,47.7,23.3,4.31
2019-09-20,"Bollaram Industrial Area, Hyderabad - TSPCB",666.0,31.7,23.6,42.6,19.8,21.5
2019-09-21,"Bollaram Industrial Area, Hyderabad - TSPCB",580.0,22.9,28.2,71.9,26.1,38.3
2019-09-22,"Bollaram Industrial Area, Hyderabad - TSPCB",478.0,22.1,32.4,52.9,24.4,6.0
2019-09-23,"Bollaram Industrial Area, Hyderabad - TSPCB",703.0,30.8,27.6,62.6,32.7,9.0
2019-09-24,"Bollaram Industrial Area, Hyderabad - TSPCB",517.0,25.3,32.1,37.8,25.5,5.93
2019-09-25,"Bollaram Industrial Area, Hyderabad - TSPCB",460.0,22.5,30.4,34.3,24.9,3.25
2019-09-26,"Bollaram Industrial Area, Hyderabad - TSPCB",395.0,16.2,24.9,32.6,16.2,2.78
2019-09-27,"Bollaram Industrial Area, Hyderabad - TSPCB",477.0,22.8,20.6,42.9,18.5,14.9
2019-09-28,"Bollaram Industrial Area, Hyderabad - TSPCB",526.0,24.1,26.3,69.9,30.2,18.5
2019-09-29,"Bollaram Industrial Area, Hyderabad - TSPCB",751.0,29.3,23.5,83.4,33.8,4.87
2019-09-30,"Bollaram Industrial Area, Hyderabad - TSPCB",914.0,31.3,24.4,49.4,29.4,3.45
2019-10-01,"Bollaram Industrial Area, Hyderabad - TSPCB",449.0,16.2,39.1,65.6,25.9,9.46
2019-10-02,"Bollaram Industrial Area, Hyderabad - TSPCB",428.0,19.4,29.4,69.3,26.8,11.7
2019-10-03,"Bollaram Industrial Area, Hyderabad - TSPCB",555.0,33.2,25.7,104.0,35.3,10.7
2019-10-04,"Bollaram Industrial Area, Hyderabad - TSPCB",484.0,28.9,31.4,91.2,41.0,40.4
2019-10-05,"Bollaram Industrial Area, Hyderabad - TSPCB",413.0,27.4,34.4,71.6,33.0,19.9
2019-10-06,"Bollaram Industrial Area, Hyderabad - TSPCB",706.0,36.2,33.4,88.0,46.6,16.5
2019-10-07,"Bollaram Industrial Area, Hyderabad - TSPCB",499.0,23.4,41.3,91.0,48.5,14.7
2019-10-08,"Bollaram Industrial Area, Hyderabad - TSPCB",500.0,17.6,39.3,72.1,52.9,7.19
2019-10-09,"Bollaram Industrial Area, Hyderabad - TSPCB",710.0,25.9,35.0,69.6,51.7,8.72
2019-10-10,"Bollaram Industrial Area, Hyderabad - TSPCB",741.0,38.7,25.0,44.4,32.3,5.9
2019-10-11,"Bollaram Industrial Area, Hyderabad - TSPCB",489.0,21.2,48.1,58.5,30.9,12.7
2019-10-12,"Bollaram Industrial Area, Hyderabad - TSPCB",493.0,22.3,48.1,67.8,28.6,8.36
2019-10-13,"Bollaram Industrial Area, Hyderabad - TSPCB",476.0,20.3,39.4,53.3,25.6,6.62
2019-10-14,"Bollaram Industrial Area, Hyderabad - TSPCB",412.0,17.2,37.5,63.1,39.8,11.3
2019-10-15,"Bollaram Industrial Area, Hyderabad - TSPCB",462.0,20.4,37.5,92.0,43.6,18.1
2019-10-16,"Bollaram Industrial Area, Hyderabad - TSPCB",475.0,18.5,44.9,59.9,45.1,4.63
2019-10-17,"Bollaram Industrial Area, Hyderabad - TSPCB",513.0,21.3,30.9,82.0,38.6,4.31
2019-10-18,"Bollaram Industrial Area, Hyderabad - TSPCB",455.0,20.3,28.2,54.3,18.1,2.74
2019-10-19,"Bollaram Industrial Area, Hyderabad - TSPCB",441.0,18.5,31.5,64.4,16.4,2.83
2019-10-20,"Bollaram Industrial Area, Hyderabad - TSPCB",499.0,20.7,30.3,46.1,19.4,4.31
2019-10-21,"Bollaram Industrial Area, Hyderabad - TSPCB",425.0,20.3,32.2,52.1,15.4,16.1
2019-10-22,"Bollaram Industrial Area, Hyderabad - TSPCB",682.0,33.7,23.0,80.6,39.0,9.13
2019-10-23,"Bollaram Industrial Area, Hyderabad - TSPCB",521.0,22.4,24.7,89.9,41.9,12.3
2019-10-24,"Bollaram Industrial Area, Hyderabad - TSPCB",473.0,27.5,19.5,59.3,22.1,38.3
2019-10-25,"Bollaram Industrial Area, Hyderabad - TSPCB",497.0,25.9,22.4,87.3,32.3,22.8
2019-10-26,"Bollaram Industrial Area, Hyderabad - TSPCB",506.0,22.9,23.2,71.1,18.6,2.66
2019-10-27,"Bollaram Industrial Area, Hyderabad - TSPCB",439.0,18.5,30.9,73.1,30.0,9.53
2019-10-28,"Bollaram Industrial Area, Hyderabad - TSPCB",524.0,22.9,30.2,106.0,49.9,6.18
2019-10-29,"Bollaram Industrial Area, Hyderabad - TSPCB",657.0,28.5,26.8,65.5,35.2,3.82
2019-10-30,"Bollaram Industrial Area, Hyderabad - TSPCB",647.0,28.3,23.9,61.2,37.1,4.56
2019-11-11,"Bollaram Industrial Area, Hyderabad - TSPCB",805.0,50.7,23.8,141.0,54.9,4.85
2019-11-12,"Bollaram Industrial Area, Hyderabad - TSPCB",386.0,22.8,42.7,104.0,52.6,13.7
2019-11-13,"Bollaram Industrial Area, Hyderabad - TSPCB",486.0,29.9,47.1,121.0,58.9,8.26
2019-11-14,"Bollaram Industrial Area, Hyderabad - TSPCB",573.0,29.4,46.0,130.0,68.0,4.97
2019-11-15,"Bollaram Industrial Area, Hyderabad - TSPCB",636.0,34.9,42.5,143.0,70.5,6.73
2019-11-16,"Bollaram Industrial Area, Hyderabad - TSPCB",477.0,25.4,47.9,128.0,62.2,9.41
2019-11-17,"Bollaram Industrial Area, Hyderabad - TSPCB",460.0,22.9,54.3,119.0,66.3,20.6
2019-11-18,"Bollaram Industrial Area, Hyderabad - TSPCB",530.0,30.4,63.6,148.0,74.9,20.0
2019-11-19,"Bollaram Industrial Area, Hyderabad - TSPCB",591.0,30.9,62.9,161.0,78.2,18.3
2019-11-20,"Bollaram Industrial Area, Hyderabad - TSPCB",686.0,36.7,41.4,173.0,79.1,14.7
2019-11-21,"Bollaram Industrial Area, Hyderabad - TSPCB",460.0,25.2,50.6,125.0,67.0,3.6
2019-11-22,"Bollaram Industrial Area, Hyderabad - TSPCB",807.0,46.3,46.2,158.0,73.0,5.08
2019-11-23,"Bollaram Industrial Area, Hyderabad - TSPCB",671.0,46.4,35.1,149.0,72.1,23.6
2019-11-24,"Bollaram Industrial Area, Hyderabad - TSPCB",668.0,34.9,49.1,145.0,76.3,8.79
2019-11-25,"Bollaram Industrial Area, Hyderabad - TSPCB",676.0,37.3,48.3,164.0,77.2,6.94
2019-11-26,"Bollaram Industrial Area, Hyderabad - TSPCB",687.0,36.8,42.4,157.0,78.0,5.59
2019-11-27,"Bollaram Industrial Area, Hyderabad - TSPCB",652.0,36.2,37.2,143.0,71.9,5.67
2019-11-28,"Bollaram Industrial Area, Hyderabad - TSPCB",639.0,38.3,37.7,151.0,75.7,7.69
2019-11-29,"Bollaram Industrial Area, Hyderabad - TSPCB",635.0,35.8,35.1,123.0,64.5,3.63
2019-11-30,"Bollaram Industrial Area, Hyderabad - TSPCB",668.0,44.1,30.8,135.0,63.1,5.87
2019-12-01,"Bollaram Industrial Area, Hyderabad - TSPCB",469.0,23.1,37.4,103.0,57.9,3.17
2019-12-02,"Bollaram Industrial Area, Hyderabad - TSPCB",396.0,24.2,27.6,70.7,43.5,2.96
2019-12-03,"Bollaram Industrial Area, Hyderabad - TSPCB",520.0,34.3,29.4,84.9,48.9,3.43
2019-12-04,"Bollaram Industrial Area, Hyderabad - TSPCB",669.0,33.8,39.4,136.0,75.6,3.61
2019-12-05,"Bollaram Industrial Area, Hyderabad - TSPCB",649.0,41.5,36.2,156.0,77.0,47.5
2019-12-06,"Bollaram Industrial Area, Hyderabad - TSPCB",623.0,37.7,40.1,166.0,80.3,26.4
2019-12-07,"Bollaram Industrial Area, Hyderabad - TSPCB",718.0,42.4,41.5,159.0,78.5,5.73
2019-12-08,"Bollaram Industrial Area, Hyderabad - TSPCB",619.0,31.0,34.7,123.0,67.6,4.32
2019-12-09,"Bollaram Industrial Area, Hyderabad - TSPCB",443.0,33.2,29.9,133.0,75.4,7.84
2019-12-10,"Bollaram Industrial Area, Hyderabad - TSPCB",629.0,37.6,33.3,118.0,51.2,4.57
2019-12-11,"Bollaram Industrial Area, Hyderabad - TSPCB",711.0,42.6,35.1,132.0,67.4,4.65
2019-12-12,"Bollaram Industrial Area, Hyderabad - TSPCB",572.0,41.1,34.8,124.0,62.6,9.38
2019-12-13,"Bollaram Industrial Area, Hyderabad - TSPCB",468.0,30.5,34.9,84.0,36.4,5.19
2019-12-14,"Bollaram Industrial Area, Hyderabad - TSPCB",474.0,27.0,35.1,89.4,44.0,2.25
2019-12-15,"Bollaram Industrial Area, Hyderabad - TSPCB",491.0,27.2,33.3,89.8,46.0,2.77
2019-12-16,"Bollaram Industrial Area, Hyderabad - TSPCB",553.0,34.7,32.9,106.0,52.8,4.79
2019-12-17,"Bollaram Industrial Area, Hyderabad - TSPCB",535.0,33.3,29.9,132.0,65.5,4.72
2019-12-18,"Bollaram Industrial Area, Hyderabad - TSPCB",590.0,38.8,32.9,140.0,72.3,5.22
2019-12-19,"Bollaram Industrial Area, Hyderabad - TSPCB",660.0,39.4,31.8,153.0,74.4,7.4
2019-12-20,"Bollaram Industrial Area, Hyderabad - TSPCB",622.0,41.4,34.7,150.0,74.4,8.89
2019-12-21,"Bollaram Industrial Area, Hyderabad - TSPCB",552.0,30.5,41.3,150.0,77.9,7.48
2019-12-22,"Bollaram Industrial Area, Hyderabad - TSPCB",621.0,33.5,38.3,137.0,72.2,5.02
2019-12-23,"Bollaram Industrial Area, Hyderabad - TSPCB",575.0,35.1,35.1,141.0,72.9,4.84
2019-12-24,"Bollaram Industrial Area, Hyderabad - TSPCB",517.0,29.0,37.8,111.0,64.5,3.77
2019-12-25,"Bollaram Industrial Area, Hyderabad - TSPCB",590.0,24.2,38.4,119.0,74.2,2.88
2019-12-26,"Bollaram Industrial Area, Hyderabad - TSPCB",575.0,30.6,28.8,97.5,63.3,3.82
2019-12-31,"Bollaram Industrial Area, Hyderabad - TSPCB",598.0,33.0,29.8,90.6,51.5,2.12
2020-01-01,"Bollaram Industrial Area, Hyderabad - TSPCB",483.0,16.8,33.3,60.0,40.2,1.88
2020-01-02,"Bollaram Industrial Area, Hyderabad - TSPCB",443.0,20.6,27.0,58.1,30.0,1.93
2020-01-03,"Bollaram Industrial Area, Hyderabad - TSPCB",447.0,19.1,26.9,60.1,32.0,4.84
2020-01-04,"Bollaram Industrial Area, Hyderabad - TSPCB",447.0,18.8,34.3,84.9,52.6,4.15
2020-01-05,"Bollaram Industrial Area, Hyderabad - TSPCB",397.0,23.8,33.4,92.7,62.3,20.6
2020-01-06,"Bollaram Industrial Area, Hyderabad - TSPCB",493.0,29.5,31.8,91.3,52.9,9.93
2020-01-07,"Bollaram Industrial Area, Hyderabad - TSPCB",539.0,26.7,30.8,96.5,56.1,2.44
2020-01-08,"Bollaram Industrial Area, Hyderabad - TSPCB",397.0,17.1,32.4,57.1,41.5,2.1
2020-01-09,"Bollaram Industrial Area, Hyderabad - TSPCB",470.0,24.8,22.6,95.9,52.7,6.01
2020-01-10,"Bollaram Industrial Area, Hyderabad - TSPCB",470.0,20.6,34.0,118.0,74.5,19.5
2020-01-11,"Bollaram Industrial Area, Hyderabad - TSPCB",518.0,30.0,31.5,121.0,75.6,19.1
2020-01-21,"Bollaram Industrial Area, Hyderabad - TSPCB",374.0,26.1,34.1,103.0,37.3,52.1
2020-01-22,"Bollaram Industrial Area, Hyderabad - TSPCB",461.0,25.3,31.9,82.6,43.5,5.8
2020-01-23,"Bollaram Industrial Area, Hyderabad - TSPCB",523.0,38.2,28.8,115.0,58.5,6.21
2020-01-24,"Bollaram Industrial Area, Hyderabad - TSPCB",552.0,40.5,29.5,130.0,62.2,9.56
2020-01-25,"Bollaram Industrial Area, Hyderabad - TSPCB",612.0,38.9,32.2,140.0,66.4,23.6
2020-01-26,"Bollaram Industrial Area, Hyderabad - TSPCB",611.0,45.8,30.0,135.0,62.7,8.24
2020-01-27,"Bollaram Industrial Area, Hyderabad - TSPCB",587.0,38.0,43.5,128.0,58.8,41.6
2020-01-28,"Bollaram Industrial Area, Hyderabad - TSPCB",506.0,34.7,34.2,133.0,56.6,16.8
2020-01-29,"Bollaram Industrial Area, Hyderabad - TSPCB",588.0,39.7,31.0,150.0,64.3,26.5
2020-01-30,"Bollaram Industrial Area, Hyderabad - TSPCB",505.0,23.8,38.1,137.0,69.3,12.4
2020-01-31,"Bollaram Industrial Area, Hyderabad - TSPCB",423.0,31.5,30.2,125.0,64.5,16.4
2020-02-01,"Bollaram Industrial Area, Hyderabad - TSPCB",106.0,18.3,33.0,131.0,53.8,1.36
2020-02-03,"Bollaram Industrial Area, Hyderabad - TSPCB",331.0,23.1,26.4,90.6,33.3,34.1
2020-02-04,"Bollaram Industrial Area, Hyderabad - TSPCB",270.0,23.5,17.7,58.5,29.0,3.46
2020-02-05,"Bollaram Industrial Area, Hyderabad - TSPCB",389.0,29.0,29.0,119.0,33.2,68.3
2020-02-06,"Bollaram Industrial Area, Hyderabad - TSPCB",380.0,27.6,26.1,101.0,31.2,9.68
2020-02-07,"Bollaram Industrial Area, Hyderabad - TSPCB",375.0,21.2,30.5,57.2,26.4,6.16
2020-02-08,"Bollaram Industrial Area, Hyderabad - TSPCB",438.0,24.3,22.7,103.0,40.1,27.2
2020-02-09,"Bollaram Industrial Area, Hyderabad - TSPCB",415.0,16.8,19.5,52.4,36.2,20.0
2020-02-10,"Bollaram Industrial Area, Hyderabad - TSPCB",362.0,18.7,27.1,67.7,34.9,20.3
2020-02-11,"Bollaram Industrial Area, Hyderabad - TSPCB",441.0,20.8,30.8,80.7,43.0,21.4
2020-02-12,"Bollaram Industrial Area, Hyderabad - TSPCB",458.0,27.1,28.2,99.4,53.4,20.0
2020-02-13,"Bollaram Industrial Area, Hyderabad - TSPCB",419.0,29.5,34.9,115.0,55.0,30.1
2020-02-14,"Bollaram Industrial Area, Hyderabad - TSPCB",712.0,49.6,32.0,142.0,63.8,37.8
2020-02-15,"Bollaram Industrial Area, Hyderabad - TSPCB",540.0,45.8,31.6,132.0,58.3,14.8
2020-02-16,"Bollaram Industrial Area, Hyderabad - TSPCB",428.0,29.8,38.2,125.0,63.7,22.8
2020-02-17,"Bollaram Industrial Area, Hyderabad - TSPCB",497.0,34.0,34.4,132.0,55.2,19.6
2020-02-18,"Bollaram Industrial Area, Hyderabad - TSPCB",385.0,27.2,32.6,93.3,33.2,25.2
2020-02-19,"Bollaram Industrial Area, Hyderabad - TSPCB",478.0,33.5,32.7,116.0,46.9,8.24
2020-02-20,"Bollaram Industrial Area, Hyderabad - TSPCB",449.0,25.2,29.0,100.0,50.3,14.8
2020-02-21,"Bollaram Industrial Area, Hyderabad - TSPCB",333.0,19.5,28.9,73.6,37.4,14.6
2020-02-22,"Bollaram Industrial Area, Hyderabad - TSPCB",355.0,22.4,27.2,73.4,28.9,2.97
2020-02-23,"Bollaram Industrial Area, Hyderabad - TSPCB",298.0,23.0,26.8,71.7,30.7,14.9
2020-02-24,"Bollaram Industrial Area, Hyderabad - TSPCB",507.0,30.1,28.6,91.5,37.6,14.0
2020-02-25,"Bollaram Industrial Area, Hyderabad - TSPCB",511.0,27.5,28.5,118.0,45.0,29.6
2020-02-26,"Bollaram Industrial Area, Hyderabad - TSPCB",449.0,26.3,33.1,120.0,50.0,27.7
2020-02-27,"Bollaram Industrial Area, Hyderabad - TSPCB",377.0,28.6,31.9,109.0,34.9,23.0
2020-02-28,"Bollaram Industrial Area, Hyderabad - TSPCB",391.0,23.7,29.6,99.9,37.8,19.9
2020-02-29,"Bollaram Industrial Area, Hyderabad - TSPCB",420.0,20.4,30.1,94.7,40.3,17.1
2020-03-01,"Bollaram Industrial Area, Hyderabad - TSPCB",427.0,21.4,30.0,87.5,39.7,14.9
2020-03-02,"Bollaram Industrial Area, Hyderabad - TSPCB",466.0,31.4,27.9,96.8,47.3,18.7
2020-03-03,"Bollaram Industrial Area, Hyderabad - TSPCB",425.0,29.7,28.9,107.0,47.9,20.9
2020-03-04,"Bollaram Industrial Area, Hyderabad - TSPCB",533.0,30.9,25.1,130.0,50.2,46.5
2020-03-05,"Bollaram Industrial Area, Hyderabad - TSPCB",537.0,29.9,28.2,140.0,53.7,27.7
2020-03-06,"Bollaram Industrial Area, Hyderabad - TSPCB",380.0,22.7,21.8,99.0,30.0,18.5
2020-03-07,"Bollaram Industrial Area, Hyderabad - TSPCB",356.0,21.2,24.4,93.6,35.8,17.5
2020-03-08,"Bollaram Industrial Area, Hyderabad - TSPCB",206.0,10.4,24.2,41.8,23.1,2.53
2020-03-09,"Bollaram Industrial Area, Hyderabad - TSPCB",398.0,23.8,20.1,74.6,29.7,18.7
2020-03-10,"Bollaram Industrial Area, Hyderabad - TSPCB",354.0,20.7,22.8,61.6,24.8,13.1
2020-03-11,"Bollaram Industrial Area, Hyderabad - TSPCB",401.0,22.5,24.3,78.6,28.8,15.3
2020-03-12,"Bollaram Industrial Area, Hyderabad - TSPCB",433.0,26.5,23.7,84.6,31.6,15.4
2020-03-13,"Bollaram Industrial Area, Hyderabad - TSPCB",326.0,22.5,21.3,80.3,23.4,15.1
2020-03-14,"Bollaram Industrial Area, Hyderabad - TSPCB",396.0,26.4,21.5,90.9,31.6,15.3
2020-03-15,"Bollaram Industrial Area, Hyderabad - TSPCB",351.0,21.7,24.7,67.9,26.1,16.0
2020-03-16,"Bollaram Industrial Area, Hyderabad - TSPCB",380.0,23.5,22.8,65.5,24.7,17.1
2020-03-17,"Bollaram Industrial Area, Hyderabad - TSPCB",352.0,25.2,23.5,73.6,20.9,19.1
2020-03-18,"Bollaram Industrial Area, Hyderabad - TSPCB",434.0,34.8,22.1,89.1,28.7,18.8
2020-03-19,"Bollaram Industrial Area, Hyderabad - TSPCB",474.0,30.6,27.3,87.9,39.1,19.9
2020-03-20,"Bollaram Industrial Area, Hyderabad - TSPCB",359.0,26.9,32.2,70.6,31.8,20.3
2020-03-21,"Bollaram Industrial Area, Hyderabad - TSPCB",354.0,28.1,27.7,103.0,37.4,14.5
2020-03-22,"Bollaram Industrial Area, Hyderabad - TSPCB",296.0,20.6,27.4,73.4,34.5,16.5
2020-03-23,"Bollaram Industrial Area, Hyderabad - TSPCB",395.0,14.7,22.7,61.9,36.3,27.6
2020-03-24,"Bollaram Industrial Area, Hyderabad - TSPCB",285.0,14.1,26.5,59.1,26.8,15.8
2020-03-25,"Bollaram Industrial Area, Hyderabad - TSPCB",268.0,13.9,27.4,57.7,27.5,6.36
2020-03-26,"Bollaram Industrial Area, Hyderabad - TSPCB",286.0,12.4,25.7,56.7,25.9,14.7
2020-03-27,"Bollaram Industrial Area, Hyderabad - TSPCB",270.0,13.3,29.2,66.4,35.7,11.1
2020-03-28,"Bollaram Industrial Area, Hyderabad - TSPCB",279.0,14.2,31.6,61.0,34.4,5.69
2020-03-29,"Bollaram Industrial Area, Hyderabad - TSPCB",320.0,14.9,32.1,71.0,40.1,8.92
2020-03-30,"Bollaram Industrial Area, Hyderabad - TSPCB",291.0,13.3,30.7,61.2,31.8,25.7
2020-03-31,"Bollaram Industrial Area, Hyderabad - TSPCB",403.0,14.3,32.9,67.9,40.7,24.3
2020-04-01,"Bollaram Industrial Area, Hyderabad - TSPCB",247.0,14.2,36.5,74.1,38.2,12.6
2020-04-03,"Bollaram Industrial Area, Hyderabad - TSPCB",352.0,16.1,27.0,67.4,36.1,27.6
2020-04-04,"Bollaram Industrial Area, Hyderabad - TSPCB",343.0,18.2,25.6,68.6,37.4,22.8
2020-04-05,"Bollaram Industrial Area, Hyderabad - TSPCB",277.0,14.5,25.7,54.4,28.8,21.8
2020-04-06,"Bollaram Industrial Area, Hyderabad - TSPCB",411.0,19.2,24.5,68.4,28.2,28.8
2020-04-07,"Bollaram Industrial Area, Hyderabad - TSPCB",430.0,17.9,33.9,28.4,16.9,13.3
2020-04-08,"Bollaram Industrial Area, Hyderabad - TSPCB",280.0,17.5,33.1,42.7,21.5,34.7
2020-04-09,"Bollaram Industrial Area, Hyderabad - TSPCB",395.0,16.2,28.9,59.0,31.3,75.7
2020-04-10,"Bollaram Industrial Area, Hyderabad - TSPCB",299.0,16.7,30.2,34.8,19.2,21.2
2020-04-11,"Bollaram Industrial Area, Hyderabad - TSPCB",304.0,16.3,26.9,40.5,20.0,52000.0
2020-04-12,"Bollaram Industrial Area, Hyderabad - TSPCB",468.0,16.0,31.7,54.9,28.4,33.4
2020-04-13,"Bollaram Industrial Area, Hyderabad - TSPCB",315.0,16.2,34.4,65.8,32.5,13.1
2020-04-14,"Bollaram Industrial Area, Hyderabad - TSPCB",283.0,17.8,34.7,76.4,33.4,14.7
2020-04-15,"Bollaram Industrial Area, Hyderabad - TSPCB",263.0,15.7,34.0,65.3,28.5,24.2
2020-04-16,"Bollaram Industrial Area, Hyderabad - TSPCB",338.0,17.6,33.2,71.7,33.7,14.2
2020-04-17,"Bollaram Industrial Area, Hyderabad - TSPCB",354.0,18.1,31.9,81.1,34.4,21.3
2020-04-18,"Bollaram Industrial Area, Hyderabad - TSPCB",332.0,17.0,30.0,65.0,35.0,3.57
2020-04-19,"Bollaram Industrial Area, Hyderabad - TSPCB",368.0,15.8,27.9,53.8,25.7,18.6
2020-04-20,"Bollaram Industrial Area, Hyderabad - TSPCB",313.0,20.0,26.2,57.3,24.4,22.8
2020-04-21,"Bollaram Industrial Area, Hyderabad - TSPCB",369.0,29.1,26.3,55.4,25.2,33.5
2020-04-22,"Bollaram Industrial Area, Hyderabad - TSPCB",304.0,18.3,27.8,46.4,22.5,29.0
2020-04-23,"Bollaram Industrial Area, Hyderabad - TSPCB",296.0,15.0,24.1,56.4,22.7,5.6
2020-04-24,"Bollaram Industrial Area, Hyderabad - TSPCB",391.0,14.5,25.1,51.6,24.2,4.48
2020-04-26,"Bollaram Industrial Area, Hyderabad - TSPCB",311.0,10.4,28.0,46.7,23.7,12.6
2020-04-27,"Bollaram Industrial Area, Hyderabad - TSPCB",307.0,10.2,23.9,48.3,18.1,3.09
2020-04-28,"Bollaram Industrial Area, Hyderabad - TSPCB",298.0,9.11,22.6,48.5,18.8,3.88
2020-04-29,"Bollaram Industrial Area, Hyderabad - TSPCB",264.0,11.5,23.4,29.5,9.47,6.14
2020-04-30,"Bollaram Industrial Area, Hyderabad - TSPCB",259.0,14.1,32.9,50.5,18.7,22.5
2020-05-01,"Bollaram Industrial Area, Hyderabad - TSPCB",345.0,14.7,27.9,50.7,20.6,5.91
2020-05-02,"Bollaram Industrial Area, Hyderabad - TSPCB",428.0,14.2,29.4,45.3,22.5,17.8
2020-05-03,"Bollaram Industrial Area, Hyderabad - TSPCB",383.0,25.9,30.0,83.5,36.3,13.0
2020-05-04,"Bollaram Industrial Area, Hyderabad - TSPCB",346.0,16.0,28.0,72.9,28.0,6.41
2020-05-05,"Bollaram Industrial Area, Hyderabad - TSPCB",365.0,13.7,36.7,73.6,30.4,4.71
2020-05-06,"Bollaram Industrial Area, Hyderabad - TSPCB",295.0,12.9,23.8,62.7,25.6,5.08
2020-05-07,"Bollaram Industrial Area, Hyderabad - TSPCB",223.0,8.86,14.1,34.7,16.4,1.94
2020-05-08,"Bollaram Industrial Area, Hyderabad - TSPCB",310.0,17.3,24.1,90.9,32.2,7.59
2020-05-09,"Bollaram Industrial Area, Hyderabad - TSPCB",314.0,15.6,26.4,65.7,24.8,30.0
2020-05-10,"Bollaram Industrial Area, Hyderabad - TSPCB",417.0,19.9,22.6,61.4,23.9,3.37
2020-05-11,"Bollaram Industrial Area, Hyderabad - TSPCB",455.0,22.9,28.9,77.2,33.3,11.8
2020-05-12,"Bollaram Industrial Area, Hyderabad - TSPCB",442.0,22.1,25.2,75.6,30.8,36.7
2020-05-13,"Bollaram Industrial Area, Hyderabad - TSPCB",170.0,11.7,22.9,47.0,30.0,3.0
2020-05-14,"Bollaram Industrial Area, Hyderabad - TSPCB",255.0,12.5,28.8,52.5,19.4,3.32
2020-05-15,"Bollaram Industrial Area, Hyderabad - TSPCB",247.0,14.7,26.7,63.8,22.6,6.13
2020-05-16,"Bollaram Industrial Area, Hyderabad - TSPCB",354.0,18.5,29.9,69.0,23.9,13.3
2020-05-17,"Bollaram Industrial Area, Hyderabad - TSPCB",470.0,16.4,30.3,70.9,25.5,9.09
2020-05-18,"Bollaram Industrial Area, Hyderabad - TSPCB",360.0,27.5,24.0,87.3,29.0,31.3
2020-05-19,"Bollaram Industrial Area, Hyderabad - TSPCB",499.0,26.3,25.1,146.0,48.2,36.5
2020-05-20,"Bollaram Industrial Area, Hyderabad - TSPCB",400.0,31.7,23.5,153.0,43.7,69.4
2020-05-21,"Bollaram Industrial Area, Hyderabad - TSPCB",350.0,27.1,26.4,150.0,48.3,48.7
2020-05-22,"Bollaram Industrial Area, Hyderabad - TSPCB",357.0,17.8,25.9,128.0,28.3,35.9
2020-05-23,"Bollaram Industrial Area, Hyderabad - TSPCB",469.0,25.2,24.6,148.0,48.6,13.9
2020-05-24,"Bollaram Industrial Area, Hyderabad - TSPCB",451.0,19.7,32.7,128.0,44.8,21.1
2020-05-25,"Bollaram Industrial Area, Hyderabad - TSPCB",384.0,13.6,41.9,96.9,35.3,7.11
2020-05-26,"Bollaram Industrial Area, Hyderabad - TSPCB",497.0,15.0,31.5,87.2,34.4,6.1
2020-05-27,"Bollaram Industrial Area, Hyderabad - TSPCB",308.0,13.1,26.1,83.2,30.7,4.81
2020-05-28,"Bollaram Industrial Area, Hyderabad - TSPCB",400.0,16.5,26.3,95.0,23.0,0.5
2020-05-29,"Bollaram Industrial Area, Hyderabad - TSPCB",951.0,3.53,23.6,70.0,14.0,6.14
2020-05-30,"Bollaram Industrial Area, Hyderabad - TSPCB",290.0,10.4,17.6,52.0,18.0,6.4
2020-05-31,"Bollaram Industrial Area, Hyderabad - TSPCB",353.0,19.6,16.4,49.7,20.8,21.3
2020-06-01,"Bollaram Industrial Area, Hyderabad - TSPCB",425.0,20.2,22.2,61.9,25.9,47.1
2020-06-02,"Bollaram Industrial Area, Hyderabad - TSPCB",268.0,16.1,17.4,44.5,22.8,3.93
2020-06-03,"Bollaram Industrial Area, Hyderabad - TSPCB",482.0,14.5,21.9,40.1,12.9,24.9
2020-06-04,"Bollaram Industrial Area, Hyderabad - TSPCB",229.0,8.07,22.9,27.8,10.9,6.23
2020-06-05,"Bollaram Industrial Area, Hyderabad - TSPCB",203.0,17.6,14.9,73.5,26.2,49.6
2020-06-06,"Bollaram Industrial Area, Hyderabad - TSPCB",182.0,22.1,39.5,76.9,29.7,28.6
2020-06-07,"Bollaram Industrial Area, Hyderabad - TSPCB",457.0,39.0,11.1,133.0,44.2,32.3
2020-06-08,"Bollaram Industrial Area, Hyderabad - TSPCB",267.0,21.6,11.7,105.0,27.3,26.9
2020-06-09,"Bollaram Industrial Area, Hyderabad - TSPCB",231.0,15.4,19.2,76.7,24.4,67.5
2020-06-10,"Bollaram Industrial Area, Hyderabad - TSPCB",330.0,13.1,17.1,49.2,23.4,10.0
